name,formatted_address,rating,delivery,dine_in,reservable,serves_beer,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,vicinity,wheelchair_accessible_entrance,Latitude,Longitude,Postal Code,Neighbourhood,District
Ménage à Trois,"Carrer d'En Bot, 4, 08002 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,1026.0,"Carrer d'En Bot, 4, Barcelona",True,41.3838692,2.1722994,08002,Barri Gotic,Ciutat Vella
Via Favencia Doner Kebab I Pizzaria 08016,"Via Favència, 410, 08016 Barcelona, Spain",4.4,1,1,0,0,0,1,1,0,0,1,97.0,"Via Favència, 410, Barcelona",True,41.4463418,2.1838591,08016,Porta-La Prosperitat,Nou Barris
World Bites,"Pg. de Gràcia, 64, 08007 Barcelona, Spain",,1,1,0,0,0,0,1,0,0,1,,"Passeig de Gràcia, 64, Barcelona",True,41.3930982,2.1644611,08007,Antiga Esquerra Eixample,Eixample
RESTAURANTE TAPAS NAVIA,"Plaça d'En Joanic, 5, 08024 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,1,353.0,"Plaça d'En Joanic, 5, Barcelona",True,41.40530449999999,2.1622122,08024,Gracia - Can Baro,Gracia
Vermutería TAU.LA BLANCA,"Carrer de Cabestany, 24, 08014 Barcelona, Spain",5.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de Cabestany, 24, Barcelona",,41.3864287,2.1322765,08014,La Bordeta - Les Corts,Sants - Montjuic
Jordana Wine Bar,"88 Bis, C. de Floridablanca, 08015 Barcelona, Spain",5.0,0,1,0,1,0,1,1,0,1,0,9.0,"88 Bis, Carrer de Floridablanca, Barcelona",,41.3788706,2.1592458,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Muxsa,"C. de Teodor Llorente, 1, 08041 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,1,,"Carrer de Teodor Llorente, 1, Barcelona",,41.419071,2.1802376,08041,El Guinardo,Horta - Guinardo
+ Q Burger,"C/ de Garcilaso, 56X, 08027 Barcelona, Spain",2.5,1,1,0,0,0,1,1,0,0,1,32.0,"Carrer de Garcilaso, 56X, Barcelona",True,41.4232603,2.188455900000001,08027,El Congres - Navas,Sant Andreu
La Xemeneia,"C/ de Bilbao, 35, 08005 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,568.0,"Carrer de Bilbao, 35, Barcelona",,41.4016108,2.2047963,08005,Poblenou,Sant Marti
DosTrece Restaurant-Lounge,"C/ del Carme, 40, 08001 Barcelona, Spain",3.7,0,1,0,1,1,0,1,0,1,0,156.0,"Carrer del Carme, 40, Barcelona",,41.3819835,2.1696454,08001,El Raval,Ciutat Vella
"Cafes Caracas | Tienda donde comprar Cafe, Cafeteria y Bar","Carrer de Puigmartí, 38, 08012 Barcelona, Spain",4.2,0,1,0,1,1,0,1,0,1,1,333.0,"Carrer de Puigmartí, 38, Barcelona",True,41.4020873,2.1601563,08012,Vila de Gracia,Gracia
Pizzamarket,"C/ de Pere IV, 293, 08020 Barcelona, Spain",4.5,1,1,0,0,0,0,0,0,0,1,227.0,"Carrer de Pere IV, 293, Barcelona",True,41.4093405,2.2024461,08020,La Verneda - Sant Marti de Provençals,Sant Marti
UMA,"C/ de Mallorca, 275, 08008 Barcelona, Spain",4.6,1,1,1,1,0,1,1,0,1,0,385.0,"Carrer de Mallorca, 275, Barcelona",True,41.3948586,2.163503699999999,08008,Antiga Esquerra Eixample,Eixample
Ancora Restaurante Boqueria,"P. de Sant Josep, 13, 08002 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,763.0,"P. de Sant Josep, 13, Barcelona",True,41.38217389999999,2.171715599999999,08002,Barri Gotic,Ciutat Vella
Aloha Poké,"Ronda de la Univ., 7, 08007 Barcelona, Spain",4.4,1,1,0,1,0,1,1,1,0,1,571.0,"Ronda de la Universitat, 7, Barcelona",True,41.3863942,2.1652929,08007,Antiga Esquerra Eixample,Eixample
Palau de Mar: Espai Gastronòmic,"Pça. de Pau Vila, 1, 08039 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,1,184.0,"Plaça de Pau Vila, 1, Barcelona",True,41.3805849,2.1859209,08039,Port de Barcelona,Sants - Montjuic
Cafeteria Bar Plonchon,"C/ de Casanova, 56, 08011 Barcelona, Spain",3.7,0,1,0,1,0,0,0,0,1,1,80.0,"Carrer de Casanova, 56, Barcelona",True,41.3850072,2.159539,08011,Esquerra Eixample,Eixample
Rostisseria Bon Profit,"Carrer de Blai, 51, local 2, 08004 Barcelona, Spain",4.7,1,0,1,0,0,0,1,1,0,1,49.0,"Carrer de Blai, 51, local 2, Barcelona",True,41.3742345,2.1627354,08004,Poble Sec,Sants - Montjuic
NOU FACE,"C/ de St. Antoni Maria Claret, 190, 08025 Barcelona, Spain",4.5,1,1,1,1,1,1,1,0,1,1,413.0,"Carrer de Sant Antoni Maria Claret, 190, Barcelona",True,41.4097726,2.1727041,08025,Camps d'en Grassot i Gracia Nova,Gracia
Rostisseria Margarita,"C/ del Congrés, 32, 08031 Barcelona, Spain",4.3,0,0,0,0,0,0,1,0,0,1,62.0,"Carrer del Congrés, 32, Barcelona",True,41.4360498,2.1626736,08031,Horta,Horta - Guinardo
Chut,"Carrer del Vallespir, 190, 08014 Barcelona, Spain",3.8,0,1,1,1,0,0,1,0,1,1,83.0,"Carrer del Vallespir, 190, Barcelona",,41.3842467,2.1340072,08014,La Bordeta - Les Corts,Sants - Montjuic
Restaurante MEIWEI,"Carrer de la Sèquia Comtal, 9, 08018 Barcelona, Spain",4.0,0,1,1,1,0,1,1,0,1,1,62.0,"Carrer de la Sèquia Comtal, 9, Barcelona",True,41.40822180000001,2.1876495,08018,El Clot,Sant Marti
Lemon bar,"Av. de Roma, 38, y 40, 08015 Barcelona, Spain",4.2,1,1,1,1,1,1,1,0,1,1,239.0,"Avinguda de Roma, 38, y 40, Barcelona",True,41.3817537,2.1468343,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Restaurant Marcelino 16,"C/ de la Diputació, 41, 08015 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,670.0,"Carrer de la Diputació, 41, Barcelona",True,41.3794111,2.1522167,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Burguer,"C/ de Tarragona, 116, 08015 Barcelona, Spain",2.9,0,1,0,1,0,1,1,0,0,1,24.0,"Carrer de Tarragona, 116, Barcelona",True,41.3799065,2.1440853,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Gasterea,"C/ de Verdi, 39, 08012 Barcelona, Spain",4.6,0,1,0,1,0,1,1,0,1,0,1021.0,"Carrer de Verdi, 39, Barcelona",,41.40399850000001,2.1566267,08012,Vila de Gracia,Gracia
Telepizza,"Pg. de Maragall, 402, 08031 Barcelona, Spain",3.3,1,1,1,1,0,1,1,0,0,1,399.0,"Passeig de Maragall, 402, Barcelona",True,41.42917579999999,2.162654099999999,08031,Horta,Horta - Guinardo
Foster's Hollywood,"Centro comercial Glories, Av. Diagonal, 208, 08018 Barcelona, Spain",4.3,1,1,1,1,0,1,1,0,1,1,717.0,"Centro comercial Glories, Avinguda Diagonal, 208, Barcelona",True,41.404931,2.192624,08018,El Clot,Sant Marti
El Pica i Beu de Sants,"C/ de Joan Güell, 44, 08028 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,235.0,"Carrer de Joan Güell, 44, Barcelona",,41.3783247,2.1337009,08028,Les Corts,Les Corts
Abierto Sin Nombre,"Pg. de Fabra i Puig, 478, Loc 4, 08042 Barcelona, Spain",4.7,0,1,1,1,0,0,0,0,1,1,135.0,"Passeig de Fabra i Puig, 478, Loc 4, Barcelona",,41.4384323,2.1664025,08042,Canyelles - Roquetes,Nou Barris
PIZZA RAVAL BAR,"Carrer de les Sitges, 6, 08001 Barcelona, Spain",4.9,1,1,0,1,0,1,1,1,1,1,63.0,"Carrer de les Sitges, 6, Barcelona",True,41.3842758,2.1698275,08001,El Raval,Ciutat Vella
suki ramen bar （喜面）,"C/ de Mallorca, 526, 08026 Barcelona, Spain",4.3,0,1,1,1,0,1,1,0,1,1,275.0,"Carrer de Mallorca, 526, Barcelona",True,41.40804099999999,2.181677,08026,Camp de l'arpa,Sant Marti
RESTAURANT LLEPAFILS,"C/ de Casanova, 157, 08036 Barcelona, Spain",2.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de Casanova, 157, Barcelona",,41.3910795,2.151075800000001,08036,Esquerra Eixample,Eixample
Taberna Cu-Cut,"C. d'Enric Granados, 68, 08008 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,1825.0,"Carrer d'Enric Granados, 68, Barcelona",True,41.3921803,2.1567814,08008,Antiga Esquerra Eixample,Eixample
Bar Restaurante Gran Sabor,"C. de la Nació, 51, 08026 Barcelona, Spain",4.5,0,1,1,1,1,1,1,0,1,1,46.0,"Carrer de la Nació, 51, Barcelona",,41.4134041,2.1842844,08026,Camp de l'arpa,Sant Marti
Milanesos,"Passeig de l'Havana, 2, 08030 Barcelona, Spain",3.8,1,1,1,1,0,1,1,0,1,1,17.0,"Passeig de l'Havana, 2, Barcelona",True,41.4360619,2.196060999999999,08030,San Andres Palomar,Sant Andreu
Pub coctelería Santa Martha,"C/ de València, 340, 08009 Barcelona, Spain",4.8,0,1,1,1,0,0,0,0,1,1,54.0,"Carrer de València, 340, Barcelona",True,41.3969085,2.1690202,08009,Dreta Eixample,Eixample
Bar Restaurante Stop,"C/ del Consell de Cent, 326, 08009 Barcelona, Spain",3.1,0,1,0,1,0,0,0,0,1,1,118.0,"Carrer del Consell de Cent, 326, Barcelona",,41.3922278,2.1673402,08009,Dreta Eixample,Eixample
Bar Restaurant Can Massana,"C/ de Mallorca, 344, 08013 Barcelona, Spain",4.5,0,1,1,1,0,0,1,0,1,1,110.0,"Carrer de Mallorca, 344, Barcelona",,41.4002417,2.171243699999999,08013,El Fort Pienc,Eixample
ACF Santibañez,"C/ de Londres, 25, 08029 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Londres, 25, Barcelona",,41.3893216,2.1450785,08029,Sarria,Sarria - Sant Gervasi
Marcelino 1968,"Plaça del Sol, 2, 08012 Barcelona, Spain",4.3,1,1,1,1,1,1,1,1,1,1,1012.0,"Plaça del Sol, 2, Barcelona",True,41.40141909999999,2.1568725,08012,Vila de Gracia,Gracia
La Cachapera,"Carrer de la Marina, 241, 08013 Barcelona, Spain",4.6,1,1,1,1,1,1,1,0,1,1,1185.0,"Carrer de la Marina, 241, Barcelona",True,41.40294650000001,2.1760656,08013,El Fort Pienc,Eixample
RO.MAGNA Barcelona,"C. de Jaume I, 3, 08002 Barcelona, Spain",4.3,0,1,0,0,0,0,0,0,1,0,67.0,"Carrer de Jaume I, 3, Barcelona",,41.383038,2.177446,08002,Barri Gotic,Ciutat Vella
Gallo Nero Plaça de Sant Jaume,"C. de Jaume I, 3, 08002 Barcelona, Spain",4.6,1,1,1,1,1,1,1,0,1,1,1141.0,"Carrer de Jaume I, 3, Barcelona",,41.3830476,2.1774103,08002,Barri Gotic,Ciutat Vella
Nigra Sum,"C/ del Comte Borrell, 167, 08015 Barcelona, Spain",4.0,0,1,0,1,0,0,0,0,1,1,1.0,"Carrer del Comte Borrell, 167, Barcelona",True,41.383371,2.1545359,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Restaurant KFC,"Pl. de Francesc Macià, 8, 08029 Barcelona, Spain",3.6,1,1,0,0,1,1,1,0,0,1,1860.0,"Plaça de Francesc Macià, 8, Barcelona",True,41.39212759999999,2.1447995,08029,Sarria,Sarria - Sant Gervasi
Le Bistro Sensi,"Carrer del Regomir, 4, 08002 Barcelona, Spain",4.5,1,1,1,1,1,1,1,1,1,0,1173.0,"Carrer del Regomir, 4, Barcelona",,41.3815103,2.1789192,08002,Barri Gotic,Ciutat Vella
Resta Vinda,"Carrer del Regomir, 4, 08002 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer del Regomir, 4, Barcelona",,41.3814998,2.1789584,08002,Barri Gotic,Ciutat Vella
Bar Restaurant La Forquilla I El Ganivet,"C/ de Pere IV, 462, 08019 Barcelona, Spain",3.4,0,1,1,1,0,0,1,0,1,1,26.0,"Carrer de Pere IV, 462, Barcelona",,41.4140658,2.206412599999999,08019,El Besos - Sant Marti,Sant Marti
Canario,"C/ del Consell de Cent, 602, 08026 Barcelona, Spain",4.5,0,1,1,1,1,0,1,0,1,1,101.0,"Carrer del Consell de Cent, 602, Barcelona",,41.4057083,2.1853758,08026,Camp de l'arpa,Sant Marti
CanToni del Poble9,"Rambla del Poblenou, 88, 08005 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,1,692.0,"Rambla del Poblenou, 88, Barcelona",,41.4018776,2.2003853,08005,Poblenou,Sant Marti
Lagranmovida.com,"Travessera de Gràcia, 15, 08021 Barcelona, Spain",4.1,0,0,0,0,0,0,0,0,0,0,8.0,"Travessera de Gràcia, 15, Barcelona",,41.3942419,2.1463561,08021,Les Corts - Sarria,Les Corts
BCN Street Food,"C/ de Miquel Bleach, 08014 Barcelona, Spain",4.7,1,1,0,0,0,1,1,0,0,1,13.0,"Carrer de Miquel Bleach, Barcelona",,41.3760466,2.1406479,08014,La Bordeta - Les Corts,Sants - Montjuic
CASA DORITA,"Carrer de Tamarit, 142, 08015 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,2087.0,"Carrer de Tamarit, 142, Barcelona",True,41.377898,2.160166,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Lasaaagna di Dana,"Carrer de la Llibreteria, 7, 08002 Barcelona, Spain",,1,1,0,1,0,0,0,0,1,1,,"Carrer de la Llibreteria, 7, Barcelona",,41.3832657,2.1772296,08002,Barri Gotic,Ciutat Vella
Terminal Condal S.L.,"Baixada de Sant Miquel, 1, 08002 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Baixada de Sant Miquel, 1, Barcelona",,41.38142790000001,2.1764772,08002,Barri Gotic,Ciutat Vella
Sagardi Argenteria,"C. de l'Argenteria, 62, 08003 Barcelona, Spain",4.3,0,1,1,1,1,1,1,0,1,0,3795.0,"Carrer de l'Argenteria, 62, Barcelona",True,41.383461,2.180885,08003,Barceloneta,Ciutat Vella
ORIO BCN Gòtic,"C/ de Ferran, 38, 08002 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,1407.0,"Carrer de Ferran, 38, Barcelona",True,41.382096,2.176315,08002,Barri Gotic,Ciutat Vella
La Pedreta,"Carrer de la Marina, 271, 08025 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,1152.0,"Carrer de la Marina, 271, Barcelona",False,41.405124,2.1733488,08025,Camps d'en Grassot i Gracia Nova,Gracia
Greek Aribau,"C/ d'Aribau, 50, 08011 Barcelona, Spain",4.2,1,1,1,1,1,1,1,1,1,1,1614.0,"Carrer d'Aribau, 50, Barcelona",True,41.3879575,2.1602443,08011,Esquerra Eixample,Eixample
D'tapeo,"Rambla de Badal, 36, 08014 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,1,27.0,"Rambla de Badal, 36, Barcelona",True,41.3672266,2.1342379,08014,La Bordeta - Les Corts,Sants - Montjuic
Sushi idea,"Carrer dels Comtes de Bell-Lloc, 186, 08014 Barcelona, Spain",4.0,1,1,1,0,0,1,1,1,0,1,102.0,"Carrer dels Comtes de Bell-Lloc, 186, Barcelona",,41.38323209999999,2.1356189,08014,La Bordeta - Les Corts,Sants - Montjuic
Restaurant Libanès Petra,"C/ d'Astúries, 53, 08012 Barcelona, Spain",4.5,1,1,1,1,0,1,1,1,0,1,707.0,"Carrer d'Astúries, 53, Barcelona",,41.40394209999999,2.1550104,08012,Vila de Gracia,Gracia
INKA BURG,"Av. de la República Argentina, 17, 08023 Barcelona, Spain",4.3,1,1,1,1,1,1,1,1,1,1,1575.0,"Avinguda de la República Argentina, 17, Barcelona",True,41.407743,2.147825,08023,El Coll,Gracia
Bangkok Cafe,"C. d'Evarist Arnús, 65, 08014 Barcelona, Spain",4.4,1,1,1,1,0,1,1,1,1,1,1613.0,"Carrer d'Evarist Arnús, 65, Barcelona",False,41.3837591,2.1361321,08014,La Bordeta - Les Corts,Sants - Montjuic
Restaurant Blau Marin La Boqueria,"Portico de San Josep 3, La Boqueria, 08001 Barcelona, Spain",4.0,0,1,1,1,0,1,1,0,1,1,328.0,"La Boqueria, Portico de San Josep 3, Barcelona",True,41.38153969999999,2.1721496,08001,El Raval,Ciutat Vella
El Fornet,"C/ de Casanova, 152, 08036 Barcelona, Spain",3.4,0,1,0,1,0,0,1,0,0,1,171.0,"Carrer de Casanova, 152, Barcelona",True,41.3895175,2.1538382,08036,Esquerra Eixample,Eixample
Prado Tropical,"Carrer de Guitard, 31, 08014 Barcelona, Spain",3.8,0,1,1,1,0,1,1,0,1,1,80.0,"Carrer de Guitard, 31, Barcelona",True,41.3815726,2.1381316,08014,La Bordeta - Les Corts,Sants - Montjuic
Restaurante Hoja Verde,"Pg. de Sant Antoni, 19, 08014 Barcelona, Spain",4.0,1,1,1,1,0,1,1,0,1,1,407.0,"Passeig de Sant Antoni, 19, Barcelona",True,41.3772139,2.1369552,08014,La Bordeta - Les Corts,Sants - Montjuic
La Fonda Paisa,"332 Avinguda Diagonal Esquina, C/ de Sicília, 08013 Barcelona, Spain",4.4,1,1,1,1,1,1,1,0,1,1,1555.0,"332 Avinguda Diagonal Esquina, Carrer de Sicília, Barcelona",False,41.4005677,2.1745468,08013,El Fort Pienc,Eixample
Enigmatiumroom Barcelona,"OFICINAS-NO RESTAURANTE, C/ de la Corunya, 18, Bajos (SOLO, 08026 Barcelona, Spain",4.7,0,1,1,1,0,1,1,0,1,0,473.0,"OFICINAS-NO RESTAURANTE, Carrer de la Corunya, 18, Bajos (SOLO, Barcelona",True,41.4083896,2.185307700000001,08026,Camp de l'arpa,Sant Marti
