name,formatted_address,rating,delivery,dine_in,reservable,serves_beer,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,vicinity,wheelchair_accessible_entrance,Latitude,Longitude,Postal Code,Neighbourhood,District
Restaurant Gaviria,"Carrer del Montnegre, 15, 17, 08029 Barcelona, Spain",3.7,1,1,1,1,0,1,1,0,1,1,51.0,"Carrer del Montnegre, 15, 17, Barcelona",,41.38716559999999,2.1382832,08029,Sarria,Sarria - Sant Gervasi
JAPON JAMON ARENAS,"Gran Vía de les Corts Catalanes Esquina, Carrer de Llanca, 384-390, 08015 Barcelona, Spain",3.8,1,1,1,1,0,1,1,0,1,1,382.0,"Gran Vía de les Corts Catalanes Esquina, Carrer de Llanca, 384-390, Barcelona",True,41.37588499999999,2.150820899999999,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Restaurant la Llesca,"Av. de Gaudí, 12, 08025 Barcelona, Spain",4.3,0,1,1,1,0,1,1,0,1,1,940.0,"Avinguda de Gaudí, 12, Barcelona",,41.4053234,2.1745886,08025,Camps d'en Grassot i Gracia Nova,Gracia
Upper Lounge Bar - Restaurante Sarrià,"Passeig de Manuel Girona, 7, 08034 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,1,782.0,"Passeig de Manuel Girona, 7, Barcelona",True,41.3905006,2.1214808,08034,Pedralbes,Les Corts
Casa Fidel,"C. de Pujades, 11, 08018 Barcelona, Spain",3.9,0,1,1,1,1,1,1,0,1,1,644.0,"Carrer de Pujades, 11, Barcelona",True,41.3925284,2.188158500000001,08018,El Clot,Sant Marti
Sushi Club,"C/ de Lepant, 197, 08013 Barcelona, Spain",1.0,1,1,0,1,0,1,1,0,1,1,39.0,"Carrer de Lepant, 197, Barcelona",True,41.4010943,2.1807717,08013,El Fort Pienc,Eixample
Bar Restaurant Casa Axin,"C/ de Blasco de Garay, 47, 08004 Barcelona, Spain",4.4,0,1,1,1,1,0,1,0,1,1,208.0,"Carrer de Blasco de Garay, 47, Barcelona",,41.3730017,2.1626902,08004,Poble Sec,Sants - Montjuic
Tangana Restaurant Barcelona,"Carrer de la Riera de Sant Miquel, 19, 08006 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,0,186.0,"Carrer de la Riera de Sant Miquel, 19, Barcelona",True,41.3975281,2.1569839,08006,El Farro,Sarria - Sant Gervasi
Bar Restaurant Quatre Barres,"Carrer d'Hedilla, 135, 08031 Barcelona, Spain",4.4,0,1,1,1,0,0,0,0,1,1,189.0,"Carrer d'Hedilla, 135, Barcelona",,41.4375677,2.1579421,08031,Horta,Horta - Guinardo
montolio can mano,"08002 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,Barcelona,,41.3850734,2.1733956,08002,Barri Gotic,Ciutat Vella
Las Muns,"Av. Diagonal, 557, Local 166, 08029 Barcelona, Spain",4.6,1,1,0,1,0,1,1,1,0,1,426.0,"Avenida Diagonal, 557, Local 166, Barcelona",True,41.38991540000001,2.1354845,08029,Sarria,Sarria - Sant Gervasi
Bar restaurant zona hondurenya,"Carrer del Molí, 25, 08016 Barcelona, Spain",4.3,1,1,1,1,1,1,1,0,1,1,405.0,"Carrer del Molí, 25, Barcelona",False,41.4428695,2.179713,08016,Porta-La Prosperitat,Nou Barris
Restauran Aire de Mar,"Moll de Barcelona S/N, bajo, 08039 Barcelona, Spain",3.9,0,1,1,1,0,1,1,0,1,0,22.0,"Moll de Barcelona S/N, bajo, Barcelona",True,41.37187050000001,2.181151400000001,08039,Port de Barcelona,Sants - Montjuic
EL PARC,"Pg. de Pujades, 5, 08018 Barcelona, Spain",3.1,1,1,0,1,0,1,1,0,1,1,92.0,"Passeig de Pujades, 5, Barcelona",True,41.3895834,2.1838487,08018,El Clot,Sant Marti
La Platjeta,"Carrer de la Maquinista, 11, 08003 Barcelona, Spain",4.5,0,1,1,1,1,1,1,0,1,1,434.0,"Carrer de la Maquinista, 11, Barcelona",,41.3807109,2.188379300000001,08003,Barceloneta,Ciutat Vella
Els 4Gats,"Carrer de Montsió, 3, 08002 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,0,6179.0,"Carrer de Montsió, 3, Barcelona",True,41.3857621,2.1736964,08002,Barri Gotic,Ciutat Vella
4 Latas Muntaner,"C/ de Muntaner, 211, 08036 Barcelona, Spain",3.8,0,1,1,1,0,1,1,0,1,1,1271.0,"Carrer de Muntaner, 211, Barcelona",True,41.3933688,2.1502734,08036,Esquerra Eixample,Eixample
SOKARRA,"Carrer de Bellmunt, 08030 Barcelona, Spain",,0,1,0,1,0,0,0,0,1,0,,"Carrer de Bellmunt, Barcelona",True,41.4380171,2.2060139,08030,San Andres Palomar,Sant Andreu
Yurbban Passage Hotel & Spa,"C/ de Trafalgar, 26, 08010 Barcelona, Spain",4.7,0,0,0,0,0,0,0,0,0,0,565.0,"Carrer de Trafalgar, 26, Barcelona",True,41.3887068,2.1759483,08010,Dreta Eixample,Eixample
Morgentau.,"C/ de la Llacuna, 114, 08018 Barcelona, Spain",4.9,0,1,0,1,1,0,1,0,0,1,47.0,"Carrer de la Llacuna, 114, Barcelona",True,41.40382410000001,2.1955831,08018,El Clot,Sant Marti
El racó de llúria,"C/ de Roger de Llúria, 41, 08009 Barcelona, Spain",4.3,0,1,1,1,0,0,0,0,1,1,229.0,"Carrer de Roger de Llúria, 41, Barcelona",,41.3926042,2.1694161,08009,Dreta Eixample,Eixample
Alegoria Restaurant,"C/ d'en Xuclà, 3, 08001 Barcelona, Spain",4.7,0,1,1,1,0,1,1,0,1,1,1023.0,"Carrer d'en Xuclà, 3, Barcelona",True,41.3829259,2.1709864,08001,El Raval,Ciutat Vella
El Racó,"Rambla de Catalunya, 25, 08007 Barcelona, Spain",4.1,1,1,1,1,1,1,1,1,1,1,2524.0,"Rambla de Catalunya, 25, Barcelona",True,41.3888092,2.165881600000001,08007,Antiga Esquerra Eixample,Eixample
Spirale Pizzeria Restaurant,"C. de la Indústria, 201, 08041 Barcelona, Spain",4.8,0,1,1,1,0,1,1,1,1,1,174.0,"Carrer de la Indústria, 201, Barcelona",True,41.4115579,2.1768865,08041,El Guinardo,Horta - Guinardo
La Chusma,"C/ del Comte Borrell, 163, 08015 Barcelona, Spain",5.0,0,1,0,1,1,0,1,0,0,1,85.0,"Carrer del Comte Borrell, 163, Barcelona",True,41.3832127,2.1546443,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Thai Erawan BCN,"C. de Sant Pere d'Abanto, 16, 08014 Barcelona, Spain",4.7,1,1,1,1,0,1,1,1,1,1,360.0,"Carrer de Sant Pere d'Abanto, 16, Barcelona",True,41.3719322,2.1429652,08014,La Bordeta - Les Corts,Sants - Montjuic
İstanbul parrilla,"Pg. de Fabra i Puig, 211, 08016 Barcelona, Spain",4.1,1,1,1,1,0,1,1,0,1,1,177.0,"Passeig de Fabra i Puig, 211, Barcelona",True,41.43017040000001,2.1760526,08016,Porta-La Prosperitat,Nou Barris
Pollos,"Passeig de la Reina Elisenda de Montcada, 8, 08034 Barcelona, Spain",4.5,0,1,0,0,0,0,1,0,0,1,6.0,"Passeig de la Reina Elisenda de Montcada, 8, Barcelona",,41.39985110000001,2.120879,08034,Pedralbes,Les Corts
Las Muns,"Plaça de Molina, 8, 08006 Barcelona, Spain",4.6,1,1,0,1,0,1,1,1,0,1,194.0,"Plaça de Molina, 8, Barcelona",True,41.40095729999999,2.1475401,08006,El Farro,Sarria - Sant Gervasi
Bar Restaurant Xinghong,"Pg. de Maragall, 284, 08031 Barcelona, Spain",3.4,0,1,0,1,0,0,1,0,1,1,36.0,"Passeig de Maragall, 284, Barcelona",,41.427108,2.170648,08031,Horta,Horta - Guinardo
Restaurant Xavi Petit,"Carrer de Bonavista, 2, 08012 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,1,210.0,"Carrer de Bonavista, 2, Barcelona",,41.39764919999999,2.1589271,08012,Vila de Gracia,Gracia
SINLA,"Carrer de la Ciutat de Balaguer, 58, 08022 Barcelona, Spain",4.8,1,1,0,1,0,0,1,0,0,1,204.0,"Carrer de la Ciutat de Balaguer, 58, Barcelona",,41.4043968,2.1344407,08022,Sarria - La Bonanova,Les Corts
Foodlona by Miquel Antoja,"C/ de Girona, 71, 08009 Barcelona, Spain",4.5,1,0,1,0,0,0,1,1,0,1,93.0,"Carrer de Girona, 71, Barcelona",True,41.3946867,2.171122100000001,08009,Dreta Eixample,Eixample
La Tasqueta de Blai,"Carrer de Blai, 15, 17, 08004 Barcelona, Spain",4.5,1,1,0,1,1,1,1,0,1,1,7651.0,"Carrer de Blai, 15, 17, Barcelona",True,41.3732437,2.165420700000001,08004,Poble Sec,Sants - Montjuic
Restaurant ramen,"Carrer d'Alfons XII, 34, 08006 Barcelona, Spain",4.2,1,1,1,1,0,1,1,0,1,1,550.0,"Carrer d'Alfons XII, 34, Barcelona",True,41.3986594,2.1495102,08006,El Farro,Sarria - Sant Gervasi
La Parrilla,"C/ d'Amigó, 66, 08021 Barcelona, Spain",3.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer d'Amigó, 66, Barcelona",,41.3967769,2.1427439,08021,Les Corts - Sarria,Les Corts
Saibò Castillejos,"C. de los Castillejos, 388, 08025 Barcelona, Spain",4.4,0,1,0,1,0,0,1,1,1,1,8.0,"Carrer de los Castillejos, 388, Barcelona",True,41.4125157,2.1707755,08025,Camps d'en Grassot i Gracia Nova,Gracia
Taj Indian,"C/ de Bailèn, 219, 08037 Barcelona, Spain",4.3,1,1,1,1,0,1,1,1,1,1,870.0,"Carrer de Bailèn, 219, Barcelona",True,41.4026405,2.1628706,08037,Dreta Eixample,Eixample
MAKES TAPERIA,"Av. de Madrid, 160, 08028 Barcelona, Spain",4.9,0,1,1,1,0,1,0,0,1,0,412.0,"Avinguda de Madrid, 160, Barcelona",True,41.38027930000001,2.1313098,08028,Les Corts,Les Corts
Italian restaurant La Tagliatella,"Av. Diagonal, 208, local 203-304, 08018 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,1,2415.0,"Avinguda Diagonal, 208, local 203-304, Barcelona",True,41.4050438,2.1922422,08018,El Clot,Sant Marti
Tapas Gaudi,"C/ de la Boqueria, 17, 08002 Barcelona, Spain",2.8,0,1,1,1,0,1,1,0,1,1,18.0,"Carrer de la Boqueria, 17, Barcelona",True,41.3814709,2.1739929,08002,Barri Gotic,Ciutat Vella
Restaurant FrescCo,"C/ de Casp, 30, 08010 Barcelona, Spain",3.9,1,1,1,1,1,1,1,1,1,1,3272.0,"Carrer de Casp, 30, Barcelona",True,41.3898843,2.1716079,08010,Dreta Eixample,Eixample
Vermuts David,"C/ de Concepción Arenal, 87, 08027 Barcelona, Spain",4.4,0,1,0,1,1,0,0,0,1,1,97.0,"Carrer de Concepción Arenal, 87, Barcelona",,41.4234495,2.183868,08027,El Congres - Navas,Sant Andreu
La Terrassa del Lliure,"Passeig de Santa Madrona, 40, 08004 Barcelona, Spain",3.7,0,1,1,0,0,0,0,0,0,0,3.0,"Passeig de Santa Madrona, 40, Barcelona",,41.36999359999999,2.158566,08004,Poble Sec,Sants - Montjuic
Mi & Mian,"Carrer de Llull, 191, 08005 Barcelona, Spain",4.4,1,1,1,1,0,1,1,0,1,1,100.0,"Carrer de Llull, 191, Barcelona",True,41.4014351,2.2023797,08005,Poblenou,Sant Marti
Absenta,"Carrer de l'Hospital, 75, 08001 Barcelona, Spain",4.4,0,1,1,1,0,0,0,0,1,0,508.0,"Carrer de l'Hospital, 75, Barcelona",,41.3803799,2.1703409,08001,El Raval,Ciutat Vella
PANDACHA BOQUERIA,"C. de Jerusalén, 30, loca 2, 08001 Barcelona, Spain",4.6,0,0,0,0,0,0,0,0,0,0,9.0,"Calle de Jerusalén, 30, loca 2, Barcelona",,41.3821007,2.1705922,08001,El Raval,Ciutat Vella
Ca la Güella coop,"C/ de Cristóbal de Moura, 31, 08019 Barcelona, Spain",5.0,1,0,0,1,0,1,0,1,0,1,19.0,"Carrer de Cristóbal de Moura, 31, Barcelona",False,41.4090817,2.2034171,08019,El Besos - Sant Marti,Sant Marti
El Tall Ibèric,"C/ de València, 637, L1, 08026 Barcelona, Spain",4.5,0,1,1,1,1,1,1,0,1,1,683.0,"Carrer de València, 637, L1, Barcelona",True,41.411698,2.188489,08026,Camp de l'arpa,Sant Marti
Kenko Sushi & Poke,"C. de la Providència, 47, 08024 Barcelona, Spain",4.7,1,0,0,0,0,1,1,0,0,1,12.0,"Carrer de la Providència, 47, Barcelona",True,41.4069244,2.157169000000001,08024,Gracia - Can Baro,Gracia
Cerveseria Cafeteria,"Carrer de Tamarit, 08004 Barcelona, Spain",3.7,0,1,0,1,1,0,1,0,1,1,103.0,"Carrer de Tamarit, Barcelona",,41.37388670000001,2.154845799999999,08004,Poble Sec,Sants - Montjuic
Thai Noodles,"C/ de Pere IV, 93, 08018 Barcelona, Spain",4.8,0,1,0,0,0,1,1,1,0,1,81.0,"Carrer de Pere IV, 93, Barcelona",True,41.3988147,2.1942894,08018,El Clot,Sant Marti
Amigo Doner,"Carrer de Pasteur, 1, 08024 Barcelona, Spain",4.2,1,1,0,1,0,0,1,0,0,1,28.0,"Carrer de Pasteur, 1, Barcelona",,41.41706229999999,2.1587425,08024,Gracia - Can Baro,Gracia
MY PIZZA | DONER KEBAB,"C. de Menorca, 39, 08020 Barcelona, Spain",4.0,1,1,0,1,0,1,1,0,0,1,162.0,"Carrer de Menorca, 39, Barcelona",True,41.4221311,2.2000336,08020,La Verneda - Sant Marti de Provençals,Sant Marti
Mambo i Ramona,"C/ de Sardenya, 37, 08005 Barcelona, Spain",4.8,0,1,1,1,1,1,1,1,1,1,290.0,"Carrer de Sardenya, 37, Barcelona",True,41.3915808,2.1887274,08005,Poblenou,Sant Marti
Bar Café La Virreina,"La Rambla, 100, 08002 Barcelona, Spain",4.8,0,1,0,1,0,0,1,0,1,0,4.0,"La Rambla, 100, Barcelona",,41.3823803,2.172547999999999,08002,Barri Gotic,Ciutat Vella
EdeNova Restaurant Barcelona,"C/ del Rosselló, 209, 08008 Barcelona, Spain",4.7,1,1,1,1,1,1,1,1,1,1,496.0,"Carrer del Rosselló, 209, Barcelona",True,41.3929346,2.1564782,08008,Antiga Esquerra Eixample,Eixample
OiMa il crostone - Barcelona,"Carrer dels Escudellers, 42, 08002 Barcelona, Spain",5.0,1,1,0,1,0,1,1,1,0,1,387.0,"Carrer dels Escudellers, 42, Barcelona",True,41.38026879999999,2.1773115,08002,Barri Gotic,Ciutat Vella
Blät,"C/ de Muntaner, 239, 08021 Barcelona, Spain",3.9,1,1,0,0,0,0,0,0,0,1,147.0,"Carrer de Muntaner, 239, Barcelona",True,41.39488559999999,2.1481149,08021,Les Corts - Sarria,Les Corts
Team Grant S L,"C/ de Sant Pere Més Alt, 8, 08003 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Sant Pere Més Alt, 8, Barcelona",,41.3873305,2.1757066,08003,Barceloneta,Ciutat Vella
Lagarto Food & Drinks - Restaurante Sant Gervasi Barcelona,"C/ de Balmes, 203, 08006 Barcelona, Spain",4.7,1,1,1,1,1,1,1,0,1,1,610.0,"Carrer de Balmes, 203, Barcelona",True,41.3977486,2.1515894,08006,El Farro,Sarria - Sant Gervasi
Aqua & farina,"C/ de Ginebra, 43, 08003 Barcelona, Spain",,0,1,0,1,0,0,1,0,1,0,,"Carrer de Ginebra, 43, Barcelona",True,41.3822637,2.1909279,08003,Barceloneta,Ciutat Vella
Garage,"C/ de Sant Adrià, 66, 08030 Barcelona, Spain",4.7,0,1,0,1,0,0,0,0,0,0,280.0,"Carrer de Sant Adrià, 66, Barcelona",True,41.43530129999999,2.1968435,08030,San Andres Palomar,Sant Andreu
Restaurant Ca L'estrella,"Carrer del Concili de Trento, 131, 08020 Barcelona, Spain",3.3,0,1,1,1,1,1,1,0,1,1,554.0,"Carrer del Concili de Trento, 131, Barcelona",,41.4159021,2.1980137,08020,La Verneda - Sant Marti de Provençals,Sant Marti
frankfurt el port vell,"C/ de la Mare de Déu de Port, 225, 08038 Barcelona, Spain",4.6,1,1,1,1,0,1,1,0,1,1,14.0,"Carrer de la Mare de Déu de Port, 225, Barcelona",True,41.3573989,2.1435954,08038,Montjuic,Sants - Montjuic
Burritos - Poblenou,"Rambla del Poblenou, 101, 08005 Barcelona, Spain",4.7,1,1,1,1,0,1,1,1,0,1,992.0,"Rambla del Poblenou, 101, Barcelona",True,41.402733,2.1988018,08005,Poblenou,Sant Marti
Txokoa Barcelona,"Carrer de Déu i Mata, 146, 08029 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,0,2022.0,"Carrer de Déu i Mata, 146, Barcelona",True,41.3901449,2.1388023,08029,Sarria,Sarria - Sant Gervasi
Sushi Buïgas,"Ronda del General Mitre, 25, 08017 Barcelona, Spain",4.2,1,1,1,1,0,1,1,0,1,1,427.0,"Ronda del General Mitre, 25, Barcelona",,41.39397839999999,2.132187,08017,Vallvidrera,Sarria - Sant Gervasi
Restaurant Grocs,"Carrer de la Creu Coberta, 20-22, 08014 Barcelona, Spain",4.5,0,1,0,0,0,0,1,0,1,0,11.0,"Carrer de la Creu Coberta, 20-22, Barcelona",True,41.3752357,2.1475835,08014,La Bordeta - Les Corts,Sants - Montjuic
Pizza Virona (Eixample),"C/ de la Diputació, 381, 08013 Barcelona, Spain",4.0,1,1,0,1,0,1,1,0,0,1,202.0,"Carrer de la Diputació, 381, Barcelona",,41.3971318,2.1757526,08013,El Fort Pienc,Eixample
Flax&Kale,"C/ dels Tallers, 74b, 08001 Barcelona, Spain",4.3,1,1,1,1,1,1,1,1,1,1,9709.0,"Carrer dels Tallers, 74b, Barcelona",True,41.3851935,2.1655342,08001,El Raval,Ciutat Vella
El Pa Torrat,"Carrer de Santaló, 68, 08021 Barcelona, Spain",4.5,0,1,1,1,1,1,1,0,1,0,329.0,"Carrer de Santaló, 68, Barcelona",,41.3970844,2.1441236,08021,Les Corts - Sarria,Les Corts
Los Locos,"Carrer de Jerusalem, 3, 08001 Barcelona, Spain",5.0,1,1,0,0,0,1,1,0,0,1,1.0,"Carrer de Jerusalem, 3, Barcelona",True,41.3810653,2.1713899,08001,El Raval,Ciutat Vella
Casa Igor,"Carrer del Topazi, 18, 08012 Barcelona, Spain",4.9,0,1,1,1,0,1,0,0,1,0,58.0,"Carrer del Topazi, 18, Barcelona",True,41.40488689999999,2.1550289,08012,Vila de Gracia,Gracia
La Posada,"C/ de la Llacuna, 1, 08005 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de la Llacuna, 1, Barcelona",,41.3976755,2.203265,08005,Poblenou,Sant Marti
Japonés Galaxia,"C/ de Nàpols, 4, 08018 Barcelona, Spain",3.0,0,1,0,0,0,0,0,0,0,0,8.0,"Carrer de Nàpols, 4, Barcelona",,41.391043,2.1853253,08018,El Clot,Sant Marti
Cerveseria Sant Martí,"C/ de Sant Joan de Malta, 205, 207, 08018 Barcelona, Spain",3.5,0,1,0,1,0,1,1,0,1,1,113.0,"Carrer de Sant Joan de Malta, 205, 207, Barcelona",,41.4050465,2.197565,08018,El Clot,Sant Marti
La Estancia,"Carrer de Neptú, 36, 08006 Barcelona, Spain",4.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de Neptú, 36, Barcelona",,41.3985151,2.154041400000001,08006,El Farro,Sarria - Sant Gervasi
La Cua Curta,"Carrer de la Carassa, s/n, 08003 Barcelona, Spain",4.5,1,1,1,0,0,1,0,1,1,1,990.0,"Carrer de la Carassa, s/n, Barcelona",,41.3846376,2.1801109,08003,Barceloneta,Ciutat Vella
Pak Doner Kebab y Pizza,"2ª, C/ de la Mare de Déu de Port, 265, 08038 Barcelona, Spain",3.9,1,1,0,0,0,1,1,0,0,1,17.0,"2ª, Carrer de la Mare de Déu de Port, 265, Barcelona",,41.35921059999999,2.1424611,08038,Montjuic,Sants - Montjuic
Restaurante Picaco,"C/ d'Aragó, 341, 08009 Barcelona, Spain",4.2,0,1,1,1,0,1,1,1,1,1,91.0,"Carrer d'Aragó, 341, Barcelona",True,41.3970069,2.1708714,08009,Dreta Eixample,Eixample
Rolling Pizza,"C/ de Juan de Sada, 53, 08028 Barcelona, Spain",5.0,1,1,0,1,0,1,0,0,0,1,40.0,"Carrer de Juan de Sada, 53, Barcelona",True,41.3780165,2.1275515,08028,Les Corts,Les Corts
Andreu Gastronomia des de 1930 Rambla Cat.,"Rambla de Catalunya, 125, 08005 Barcelona, Spain",4.1,1,1,1,1,1,1,1,0,1,1,936.0,"Rambla de Catalunya, 125, Barcelona",True,41.3948078,2.1579207,08005,Poblenou,Sant Marti
Barcelona Gourmets,"Av. de Gaudí, 8, 08025 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,66.0,"Avinguda de Gaudí, 8, Barcelona",,41.4051693,2.1745875,08025,Camps d'en Grassot i Gracia Nova,Gracia
SALA 1625,"Av. de Gaudí, 20B, 08025 Barcelona, Spain",4.2,0,1,0,1,0,0,0,0,0,0,123.0,"Avinguda de Gaudí, 20B, Barcelona",,41.4056602,2.1745694,08025,Camps d'en Grassot i Gracia Nova,Gracia
"Hostelservi Raca,S.L.","Rda. de Sant Pere, 29, 08010 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Ronda de Sant Pere, 29, Barcelona",,41.390132,2.1754687,08010,Dreta Eixample,Eixample
El Regulador Bar,"La Rambla, 105, 08002 Barcelona, Spain",4.3,0,1,1,1,0,1,1,0,1,0,72.0,"La Rambla, 105, Barcelona",True,41.38286499999999,2.171539,08002,Barri Gotic,Ciutat Vella
Bar Restaurante Casa Carmelo,"C/ de Huelva, 72, 08020 Barcelona, Spain",4.6,0,1,1,1,0,0,0,0,1,1,227.0,"Carrer de Huelva, 72, Barcelona",True,41.4173609,2.1963603,08020,La Verneda - Sant Marti de Provençals,Sant Marti
Terraza Miramar,"Ctra. de Miramar, 40, 08038 Barcelona, Spain",3.4,0,1,1,1,0,1,1,0,1,0,275.0,"Carretera de Miramar, 40, Barcelona",True,41.3711674,2.1725222,08038,Montjuic,Sants - Montjuic
Fukuoka,"Carrer de Milà i Fontanals, 60, 08012 Barcelona, Spain",4.5,1,1,1,1,0,1,1,1,1,1,617.0,"Carrer de Milà i Fontanals, 60, Barcelona",False,41.4021707,2.1614658,08012,Vila de Gracia,Gracia
Artesano Horneado en Casa,"C/ de Sardenya, 443, local, 08025 Barcelona, Spain",4.9,1,1,0,0,0,0,0,0,0,1,203.0,"Carrer de Sardenya, 443, local, Barcelona",True,41.408545,2.1663595,08025,Camps d'en Grassot i Gracia Nova,Gracia
Colombo,"Carrer de la Princesa, 14, 08003 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de la Princesa, 14, Barcelona",,41.38472219999999,2.18,08003,Barceloneta,Ciutat Vella
BELYA BURGER,"C/ de Pamplona, 29, 08005 Barcelona, Spain",4.5,1,1,1,1,0,1,1,1,0,1,271.0,"Carrer de Pamplona, 29, Barcelona",True,41.3934305,2.1955627,08005,Poblenou,Sant Marti
Teng Sushi,"Av. Diagonal, 151, 08018 Barcelona, Spain",3.8,1,1,1,1,0,1,1,0,1,1,199.0,"Avinguda Diagonal, 151, Barcelona",,41.4056692,2.1972763,08018,El Clot,Sant Marti
Estambul Kebab,"Av. de Madrid, 42, 08028 Barcelona, Spain",3.9,1,1,0,1,0,1,1,0,0,1,344.0,"Avinguda de Madrid, 42, Barcelona",True,41.37695039999999,2.1251657,08028,Les Corts,Les Corts
TGB - The Good Burger,"Av. del Paral·lel, 97, 08004 Barcelona, Spain",3.9,1,1,0,1,0,1,1,1,0,1,1209.0,"Avinguda del Paral·lel, 97, Barcelona",True,41.37478890000001,2.1638993,08004,Poble Sec,Sants - Montjuic
Bojo,"Carrer de l'Hospital, 46, 08001 Barcelona, Spain",3.6,1,1,0,1,0,0,1,0,1,1,37.0,"Carrer de l'Hospital, 46, Barcelona",True,41.3807541,2.1712054,08001,El Raval,Ciutat Vella
Fratelli la Búfala,"C/ de Pau Claris, 72, 08009 Barcelona, Spain",4.2,1,1,1,1,0,1,1,0,1,1,1423.0,"Carrer de Pau Claris, 72, Barcelona",True,41.38932920000001,2.1718322,08009,Dreta Eixample,Eixample
Menjars Anet,"C/ de Joan Güell, 35, 08028 Barcelona, Spain",4.2,0,0,0,0,0,0,0,0,0,1,99.0,"Carrer de Joan Güell, 35, Barcelona",True,41.37738829999999,2.133730899999999,08028,Les Corts,Les Corts
Restaurante libanés Aquiles,"Carrer de Salvador Espriu, 61, 08005 Barcelona, Spain",4.6,0,1,0,0,0,1,0,0,0,0,26.0,"Carrer de Salvador Espriu, 61, Barcelona",,41.3911234,2.1978631,08005,Poblenou,Sant Marti
Dera Restaurant,"Carrer de Salvà, 10, 08004 Barcelona, Spain",4.6,1,1,1,0,1,1,1,1,0,1,361.0,"Carrer de Salvà, 10, Barcelona",True,41.3744331,2.1665074,08004,Poble Sec,Sants - Montjuic
Latin Garden Bcn,"Carrer d'Argullós, 125, 08016 Barcelona, Spain",3.4,1,1,1,1,0,1,1,0,1,1,47.0,"Carrer d'Argullós, 125, Barcelona",True,41.44257690000001,2.1796613,08016,Porta-La Prosperitat,Nou Barris
The Green Spot,"Carrer de la Reina Cristina, 12, 08003 Barcelona, Spain",4.5,1,1,1,1,1,1,1,1,1,1,2792.0,"Carrer de la Reina Cristina, 12, Barcelona",True,41.3817959,2.1839473,08003,Barceloneta,Ciutat Vella
La Clote de Clot,"C/ del Clot, 49, 08018 Barcelona, Spain",4.4,1,1,0,1,1,1,1,1,1,1,1550.0,"Carrer del Clot, 49, Barcelona",True,41.40772209999999,2.1880701,08018,El Clot,Sant Marti
Pastisseria Mas Pastissers Xocolaters,"Pg. de Maragall, 269, 08032 Barcelona, Spain",4.3,1,1,0,0,0,1,0,0,0,1,567.0,"Passeig de Maragall, 269, Barcelona",True,41.426283,2.17283,08032,La Font d'en Fargues,Horta - Guinardo
La Burguesa - Westfield la Maquinista,"C/ de Potosí, 2, 08030 Barcelona, Spain",4.0,1,1,1,1,0,1,1,0,0,1,1695.0,"Carrer de Potosí, 2, Barcelona",True,41.44006950000001,2.1987116,08030,San Andres Palomar,Sant Andreu
The Game Poblenou,"C/ de Badajoz, 115, 08018 Barcelona, Spain",,1,1,1,1,0,0,0,0,0,1,,"Carrer de Badajoz, 115, Barcelona",True,41.39989629999999,2.1932426,08018,El Clot,Sant Marti
"Restaurant La Tagliatella | Passeig Sant Joan, Barcelona","Pg. de St. Joan, 54, 08009 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,0,572.0,"Passeig de Sant Joan, 54, Barcelona",True,41.396242,2.1741964,08009,Dreta Eixample,Eixample
Collonut,"C/ de Gelabert, 14, 08029 Barcelona, Spain",4.5,0,1,0,1,0,1,1,0,1,1,466.0,"Carrer de Gelabert, 14, Barcelona",True,41.38781360000001,2.1416624,08029,Sarria,Sarria - Sant Gervasi
UMĒSHU SUSHI,"C/ d'Aragó, 45, 08015 Barcelona, Spain",4.1,1,1,1,1,0,1,1,0,1,1,255.0,"Carrer d'Aragó, 45, Barcelona",True,41.3800946,2.1484968,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Please Plats,"C/ de la Selva de Mar, 13, 08019 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,159.0,"Carrer de la Selva de Mar, 13, Barcelona",True,41.4068446,2.2114333,08019,El Besos - Sant Marti,Sant Marti
Granja Sugranyes,"Carrer del Capità Arenas, 11, 08034 Barcelona, Spain",3.7,0,1,0,1,0,0,0,0,0,1,20.0,"Carrer del Capità Arenas, 11, Barcelona",True,41.39018199999999,2.1258985,08034,Pedralbes,Les Corts
